brand,color,condition,body_type,wheel_config,transmission,mileage,carfax_link,dealer_address,cylinders,vehicle_age,list_price
japanese,White,Used,Sedan,Unknown,Automatic,78280,Available,Toronto,4,5,14988.0
american,Grey,Used,Pickup Truck,4 x 4,Automatic,67315,Available,other,8,4,35995.0
american,Blue,Used,"SUV, Crossover",Unknown,Automatic,66861,Available,Toronto,4,5,17988.0
japanese,Silver,Used,Sedan,Unknown,Automatic,35979,None,Toronto,4,7,9888.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,98148,Available,Toronto,4,5,18500.0
japanese,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,99000,Available,Toronto,6,6,21450.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,106740,Available,Toronto,4,10,5998.0
american,Black,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,2,22998.0
american,White,Used,"SUV, Crossover",Unknown,Automatic,80127,Available,other,6,4,34900.0
american,Black,Used,Hatchback,Front-wheel drive (FWD),Automatic,35049,Available,other_GTA,4,5,13388.0
american,White,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,109000,Available,Toronto,6,4,15450.0
american,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,62576,None,Toronto,4,4,14600.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,73738,Available,Toronto,4,5,14990.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,78259,Available,Toronto,4,5,14250.0
korean,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,118852,Available,Toronto,4,7,8990.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,88998,Available,Toronto,4,6,17250.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,63528,Available,Toronto,4,5,13750.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,33128,Available,Toronto,4,5,13750.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,95088,Available,Toronto,4,6,15500.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Manual,158288,Available,Toronto,4,6,13500.0
german,White,Used,Sedan,Rear-wheel drive (RWD),Automatic,100766,Available,Toronto,8,7,39800.0
american,White,Used,"SUV, Crossover",4 x 4,Automatic,14875,Available,Toronto,6,2,38800.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,67991,Available,Toronto,4,5,17990.0
german,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,96295,Available,Toronto,4,4,27990.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Manual,79996,Available,Toronto,4,5,15990.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,60998,Available,Toronto,4,5,14750.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,91138,Available,Toronto,4,5,12990.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,110808,Available,Toronto,4,5,15990.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,88148,Available,Toronto,4,6,11990.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,93588,Available,Toronto,4,5,15500.0
german,Silver,Used,Sedan,Rear-wheel drive (RWD),Automatic,87198,Available,Toronto,6,9,9990.0
japanese,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,95228,Available,Toronto,6,5,27990.0
german,Black,Used,Sedan,Rear-wheel drive (RWD),Automatic,32274,Available,other,6,4,68995.0
korean,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,176000,Available,Toronto,4,10,9600.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,109998,Available,Toronto,4,5,14500.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,98318,Available,Toronto,4,5,13990.0
japanese,other,Used,Sedan,Front-wheel drive (FWD),Automatic,128069,Available,Toronto,4,5,12990.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,154239,Available,Toronto,6,5,23990.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,43528,Available,Toronto,4,5,17750.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Manual,59962,Available,Toronto,4,5,12500.0
korean,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,105000,None,Toronto,4,5,12950.0
american,other,Used,Sedan,All-wheel drive (AWD),Automatic,185017,Available,Toronto,4,17,2500.0
japanese,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,189000,Available,Toronto,6,9,8900.0
american,Grey,New,Pickup Truck,4 x 4,Automatic,50,New_Car,Toronto,6,1,46299.0
japanese,White,Used,Wagon,All-wheel drive (AWD),Manual,227845,None,Toronto,4,14,2950.0
german,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,134608,Available,Toronto,6,5,29800.0
korean,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,84000,Available,Toronto,4,6,16600.0
american,other,Used,"SUV, Crossover",Unknown,Automatic,150702,None,Toronto,4,7,9988.0
korean,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,53401,Available,Toronto,4,4,14595.0
korean,White,Used,Sedan,Unknown,Automatic,74316,None,Toronto,4,3,12888.0
japanese,other,New,Sedan,All-wheel drive (AWD),Automatic,50,New_Car,other,4,1,37486.0
american,other,Used,Pickup Truck,Unknown,Automatic,290400,None,Toronto,8,15,2000.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,98000,Available,Toronto,4,5,11950.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,61027,Available,other_GTA,6,5,25999.0
american,other,Used,"Minivan, Van",Unknown,Automatic,456000,None,Toronto,6,19,500.0
japanese,Grey,Used,Sedan,Unknown,Automatic,150,None,Toronto,4,11,4899.0
japanese,other,Used,Sedan,Front-wheel drive (FWD),Automatic,294500,None,Toronto,6,16,1600.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,141363,Available,other,6,5,20981.0
american,Black,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,1,38499.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,81980,None,Toronto,4,5,25900.0
american,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,185492,Available,Toronto,6,14,1495.0
japanese,Blue,Used,Hatchback,Front-wheel drive (FWD),Automatic,15325,Available,Toronto,4,2,17995.0
japanese,other,Used,"SUV, Crossover",Unknown,Automatic,98546,Available,other_GTA,6,5,30900.0
japanese,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,116000,Available,Toronto,6,3,26450.0
german,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,151450,Available,Toronto,6,11,13997.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,52578,Available,Toronto,4,5,14990.0
korean,Grey,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,50,New_Car,other_GTA,4,1,36535.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,89996,Available,Toronto,4,6,19999.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,28309,Available,Toronto,4,3,28397.0
korean,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,99000,Available,Toronto,4,7,10700.0
korean,other,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,50,New_Car,other_GTA,4,1,36685.0
japanese,White,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,26888,Available,other_GTA,4,4,24995.0
japanese,other,Used,Sedan,Unknown,Automatic,496000,None,Toronto,6,18,400.0
american,Grey,Used,"SUV, Crossover",4 x 4,Automatic,33481,Available,Toronto,6,4,25887.0
american,Black,Used,Sedan,Unknown,Automatic,69000,None,Toronto,4,6,18000.0
japanese,Grey,Used,"SUV, Crossover",Unknown,Automatic,90406,Available,other,6,6,25900.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,94098,None,Toronto,4,8,5999.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,213000,None,Toronto,4,13,1600.0
american,White,Used,"SUV, Crossover",4 x 4,Automatic,74922,Available,Toronto,6,3,29180.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,97011,Available,Toronto,6,6,29800.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,136185,Available,Toronto,8,7,23980.0
german,Blue,Used,Sedan,All-wheel drive (AWD),Automatic,90448,Available,Toronto,4,6,19999.0
japanese,White,Used,"SUV, Crossover",Unknown,Automatic,104000,Available,Toronto,6,6,18950.0
japanese,Black,Used,Sedan,Unknown,Automatic,89139,None,Toronto,4,8,16250.0
korean,Black,Used,"SUV, Crossover",Unknown,Automatic,138222,None,Toronto,4,8,10450.0
american,other,New,Other,All-wheel drive (AWD),Automatic,50,New_Car,Toronto,6,1,51502.0
japanese,Black,Used,Sedan,All-wheel drive (AWD),Automatic,138000,None,Toronto,4,10,7500.0
italian,Black,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,63030,Available,Toronto,4,10,49800.0
japanese,other,Used,"SUV, Crossover",4 x 4,Automatic,153000,None,Toronto,6,9,16980.0
american,Red,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,18905,Available,Toronto,8,3,34500.0
korean,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,66750,Available,Toronto,4,5,19295.0
american,other,Used,Other,Unknown,Automatic,250000,None,Toronto,6,14,2500.0
japanese,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,94000,Available,Toronto,4,5,12999.0
american,Red,Used,"SUV, Crossover",4 x 4,Automatic,14681,Available,Toronto,6,2,53288.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,73980,None,Toronto,6,5,32800.0
american,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,135552,Available,Toronto,6,6,12999.0
german,White,Used,Convertible,Rear-wheel drive (RWD),Automatic,65273,Available,Toronto,6,6,45800.0
italian,other,Used,Hatchback,Front-wheel drive (FWD),Manual,76906,Available,Toronto,4,6,12800.0
british,other,Used,"SUV, Crossover",4 x 4,Automatic,138889,Available,Toronto,6,7,49800.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,55257,Available,Toronto,6,4,45800.0
korean,White,Used,Sedan,Front-wheel drive (FWD),Automatic,115000,Available,Toronto,4,11,3999.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,314000,Available,Toronto,8,10,3700.0
american,Black,New,Wagon,Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,6,1,38645.0
american,Red,New,"SUV, Crossover",All-wheel drive (AWD),Manual,50,New_Car,other,6,1,64010.0
japanese,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,161000,None,Toronto,6,16,2999.0
japanese,Grey,Used,Sedan,Unknown,Manual,32372,Available,Toronto,4,3,28495.0
american,other,Used,Sedan,Front-wheel drive (FWD),Automatic,174000,None,Toronto,4,14,1999.0
german,Red,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,277000,None,Toronto,6,16,3900.0
german,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,136200,Available,Toronto,6,7,35800.0
german,Grey,Used,Hatchback,All-wheel drive (AWD),Automatic,95501,Available,Toronto,8,8,39800.0
italian,Silver,Used,Convertible,Rear-wheel drive (RWD),Automatic,32800,Available,Toronto,4,15,29800.0
american,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,56000,Available,Toronto,4,5,14888.0
american,White,Lease Takeover,Hatchback,Front-wheel drive (FWD),Automatic,20800,None,Toronto,4,0,298.0
american,Black,New,Wagon,All-wheel drive (AWD),Automatic,50,New_Car,Toronto,4,1,39160.0
american,White,New,Wagon,Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,6,1,43050.0
japanese,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,172485,Available,Toronto,4,14,3475.0
american,White,New,"SUV, Crossover",4 x 4,Automatic,50,New_Car,other,6,1,40914.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,142000,Available,Toronto,4,5,15950.0
korean,Red,Used,"SUV, Crossover",Unknown,Automatic,49402,Available,other,4,2,17495.0
japanese,Silver,Used,"SUV, Crossover",Unknown,Automatic,44660,Available,other,6,4,33182.0
british,White,Used,Sedan,All-wheel drive (AWD),Automatic,48784,Available,other,6,3,87990.0
american,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,150000,None,Toronto,6,12,3899.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,49353,Available,Toronto,4,5,13990.0
american,Black,New,Wagon,All-wheel drive (AWD),Automatic,50,New_Car,Toronto,4,1,39160.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,51092,Available,Toronto,4,4,36988.0
korean,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,194526,Available,Toronto,4,9,9995.0
german,other,Used,Sedan,All-wheel drive (AWD),Automatic,93000,Available,Toronto,4,5,24880.0
american,Red,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,121219,Available,Toronto,8,8,10290.0
german,Black,Used,Hatchback,All-wheel drive (AWD),Automatic,35647,Available,Toronto,3,3,36590.0
japanese,White,Used,Sedan,All-wheel drive (AWD),Automatic,49082,Available,Toronto,4,3,25990.0
japanese,Red,Used,Sedan,Front-wheel drive (FWD),Automatic,7617,Available,Toronto,6,2,40990.0
other,Red,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,28286,Available,Toronto,6,4,46990.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,5563,Available,Toronto,6,2,43990.0
japanese,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,7742,Available,Toronto,4,2,44490.0
japanese,Blue,Used,Hatchback,Front-wheel drive (FWD),Manual,63268,Available,Toronto,4,4,26990.0
japanese,Black,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,51885,Available,Toronto,4,5,23790.0
japanese,White,Used,Hatchback,All-wheel drive (AWD),Automatic,49348,Available,Toronto,4,2,28490.0
other,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,68747,Available,Toronto,6,4,46490.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,92257,Available,Toronto,4,5,24990.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,87682,Available,Toronto,4,4,32980.0
other,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,149998,Available,Toronto,6,6,30880.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,89998,Available,Toronto,4,4,41880.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,144809,Available,Toronto,6,8,27998.0
german,Black,Used,Hatchback,Unknown,Automatic,64495,Available,other,4,3,43649.0
german,Blue,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,39393,Available,Toronto,6,4,81800.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,27870,Available,other,6,4,37998.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,31736,Available,Toronto,4,2,39900.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,60248,Available,other_GTA,8,8,22990.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,60338,Available,Toronto,4,4,37987.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,67933,Available,Toronto,6,6,25800.0
american,other,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,0,31335.0
japanese,Grey,Used,"SUV, Crossover",4 x 4,Automatic,78514,Available,other_GTA,6,4,44988.0
american,Black,Used,Other,4 x 4,Automatic,72845,Available,other,8,4,35900.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,53792,Available,other,6,3,42750.0
japanese,Grey,Used,Hatchback,Front-wheel drive (FWD),Automatic,32980,Available,Toronto,8,3,25990.0
german,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,20255,Available,Toronto,6,3,66800.0
german,Blue,Used,Sedan,Unknown,Automatic,17998,Available,Toronto,4,2,51900.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,51676,Available,other,6,3,43995.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,188000,Available,Toronto,8,8,24488.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,97635,Available,Toronto,6,7,49800.0
american,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,102480,Available,Toronto,4,6,11995.0
american,Grey,Used,Sedan,Rear-wheel drive (RWD),Electric,6519,Available,other_GTA,0,1,63990.0
japanese,White,Used,Other,Front-wheel drive (FWD),Automatic,89285,Available,Toronto,6,4,39990.0
american,Red,Used,Pickup Truck,Unknown,Automatic,66961,Available,Toronto,6,4,48888.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,87927,Available,Toronto,6,7,16750.0
american,other,Used,Pickup Truck,Unknown,Automatic,152000,Available,Toronto,8,36,9000.0
american,Red,Used,"SUV, Crossover",4 x 4,Automatic,97817,Available,other,4,6,19566.0
american,Grey,Used,Sedan,Unknown,Electric,98047,Available,Toronto,0,6,67995.0
american,Blue,Used,Pickup Truck,4 x 4,Automatic,27518,Available,Toronto,8,3,60487.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,18663,Available,Toronto,4,1,59900.0
german,Blue,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,122100,Available,other,4,9,18995.0
american,White,Used,Sedan,Rear-wheel drive (RWD),Electric,20834,Available,Toronto,0,1,61990.0
korean,Silver,Used,"SUV, Crossover",Unknown,Automatic,24458,Available,Toronto,4,3,32998.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,99238,Available,Toronto,4,7,18490.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,102871,Available,Toronto,4,3,20889.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,24968,Available,Toronto,8,4,46500.0
japanese,White,Used,Other,Front-wheel drive (FWD),Automatic,72219,Available,Toronto,4,4,24888.0
korean,Grey,Used,Sedan,Unknown,Automatic,3925,Available,Toronto,4,2,34998.0
korean,Grey,Used,Sedan,Unknown,Automatic,3962,Available,Toronto,4,2,34998.0
german,Black,Used,Sedan,Rear-wheel drive (RWD),Automatic,114071,Available,Toronto,4,7,48998.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,261000,Available,Toronto,8,10,21888.0
american,Blue,Used,Pickup Truck,4 x 4,Automatic,215000,Available,Toronto,8,12,15500.0
american,Silver,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,63000,Available,Toronto,6,8,13900.0
japanese,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,260000,Available,Toronto,6,13,9950.0
italian,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,51190,Available,Toronto,4,6,50995.0
american,White,New,"SUV, Crossover",Unknown,Automatic,50,New_Car,other,4,0,35268.0
korean,other,Used,Sedan,Front-wheel drive (FWD),Automatic,58261,Available,other_GTA,4,2,25275.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,61060,Available,Toronto,6,4,44800.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,82798,Available,Toronto,4,2,21990.0
american,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,50070,Available,other_GTA,6,5,35590.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,108224,Available,Toronto,8,8,48995.0
american,other,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,149000,Available,Toronto,8,6,58777.0
korean,Blue,Used,Hatchback,Unknown,Automatic,76000,Available,Toronto,4,7,13000.0
american,White,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,47885,Available,Toronto,4,5,24000.0
american,Blue,Used,Other,Unknown,Automatic,117442,Available,other,6,3,40898.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,147000,Available,Toronto,8,5,48888.0
american,other,Used,"SUV, Crossover",4 x 4,Automatic,62459,Available,Toronto,6,3,47490.0
american,other,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,24351,Available,Toronto,8,7,75800.0
korean,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,25695,Available,other_GTA,4,1,31590.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,16878,Available,Toronto,6,4,59890.0
american,Blue,Used,"SUV, Crossover",4 x 4,Manual,61732,Available,Toronto,4,6,17990.0
japanese,White,Used,"SUV, Crossover",4 x 4,Automatic,26285,Available,other_GTA,6,2,58088.0
japanese,Black,Used,Sedan,All-wheel drive (AWD),Automatic,71361,Available,Toronto,6,3,37490.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,43313,Available,Toronto,6,2,79995.0
german,other,Used,Sedan,All-wheel drive (AWD),Automatic,115897,Available,other,4,4,29384.0
american,other,Used,Other,Rear-wheel drive (RWD),Automatic,162482,Available,Toronto,8,10,16979.0
american,other,Used,Pickup Truck,Unknown,Automatic,230000,Available,Toronto,8,7,17999.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,109623,Available,Toronto,6,7,19790.0
korean,Blue,Used,Hatchback,Unknown,Automatic,79000,Available,Toronto,4,7,13000.0
other,Grey,Used,"SUV, Crossover",Unknown,Automatic,85133,Available,Toronto,4,4,47998.0
american,Silver,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,108000,Available,other,6,6,23888.0
japanese,Grey,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,104960,Available,Toronto,4,5,18990.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Manual,75336,Available,Toronto,4,5,18800.0
german,White,Used,Coupe (2 door),All-wheel drive (AWD),Manual,34282,Available,Toronto,4,4,42995.0
american,Silver,Used,"SUV, Crossover",4 x 4,Automatic,190000,Available,Toronto,6,14,9900.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,94950,Available,Toronto,8,4,39777.0
american,White,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,164442,Available,Toronto,6,12,5400.0
american,Blue,Used,Other,Front-wheel drive (FWD),Automatic,94850,Available,Toronto,6,5,18995.0
american,White,Used,Pickup Truck,4 x 4,Automatic,190172,Available,other,8,11,20195.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,49286,Available,Toronto,6,5,41800.0
german,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,39352,Available,Toronto,6,5,43800.0
german,Silver,Used,Sedan,Rear-wheel drive (RWD),Manual,73310,Available,Toronto,1,15,69800.0
american,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,198000,Available,Toronto,6,7,10995.0
british,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,78982,Available,Toronto,8,5,74800.0
japanese,Black,New,Hatchback,Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,0,30225.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,181000,Available,Toronto,6,10,11250.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,13604,Available,other,4,3,24746.0
american,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,171337,Available,Toronto,4,5,12800.0
japanese,Blue,Used,Sedan,All-wheel drive (AWD),Automatic,79733,Available,other,6,4,28480.0
american,Black,Used,Sedan,All-wheel drive (AWD),Automatic,80788,Available,other_GTA,4,7,18590.0
american,White,Used,Wagon,All-wheel drive (AWD),Electric,29366,Available,Toronto,0,1,93800.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,150590,Available,other_GTA,4,6,14990.0
german,White,Used,Sedan,Rear-wheel drive (RWD),Manual,174504,Available,Toronto,6,13,10800.0
german,Black,Used,Convertible,Rear-wheel drive (RWD),Automatic,26738,Available,Toronto,4,5,89800.0
german,Blue,Used,Sedan,Rear-wheel drive (RWD),Automatic,71550,Available,Toronto,8,6,61000.0
german,White,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,15380,Available,Toronto,4,3,49800.0
german,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,169528,Available,Toronto,6,6,44888.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,56552,Available,Toronto,4,5,28290.0
japanese,Blue,Used,Other,4 x 4,Automatic,226176,Available,other_GTA,6,6,27988.0
american,White,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,35099,Available,Toronto,4,4,28990.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,203437,Available,Toronto,4,8,15450.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,22663,Available,other_GTA,6,1,38590.0
german,White,Used,Convertible,Rear-wheel drive (RWD),Automatic,9135,Available,Toronto,6,4,93800.0
american,Grey,Used,"SUV, Crossover",Unknown,Electric,11814,Available,Toronto,0,1,82995.0
japanese,Black,Used,"SUV, Crossover",Unknown,Automatic,29074,Available,other,6,2,42658.0
japanese,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,23933,Available,other_GTA,6,1,71888.0
japanese,other,Used,Pickup Truck,4 x 4,Automatic,95300,Available,Toronto,8,4,42995.0
german,Black,Used,Sedan,Unknown,Automatic,130000,Available,Toronto,8,14,8800.0
american,other,Used,"SUV, Crossover",4 x 4,Automatic,278000,Available,Toronto,6,16,13900.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,47771,Available,other_GTA,4,3,32995.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,45300,Available,other_GTA,4,4,33888.0
german,Blue,Used,Sedan,All-wheel drive (AWD),Automatic,41880,Available,Toronto,6,4,52995.0
american,Grey,Used,Pickup Truck,4 x 4,Automatic,45672,Available,Toronto,8,10,26800.0
american,Red,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,90886,Available,other,4,7,23998.0
japanese,Grey,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,149285,Available,Toronto,4,16,4999.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,23365,Available,other_GTA,6,2,39888.0
american,White,New,"SUV, Crossover",Unknown,Automatic,50,New_Car,other,4,0,39568.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,30519,Available,Toronto,4,2,24990.0
american,Grey,Used,Other,Front-wheel drive (FWD),Automatic,55130,Available,other_GTA,6,5,28590.0
american,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,143061,Available,Toronto,4,7,18998.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,164000,Available,Toronto,8,9,25888.0
german,White,Used,Sedan,Unknown,Automatic,126364,Available,other,4,10,14649.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,54184,Available,Toronto,6,3,72995.0
american,White,Used,Other,Rear-wheel drive (RWD),Automatic,199000,Available,Toronto,6,4,21900.0
american,Red,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,47044,Available,Toronto,8,5,49800.0
japanese,Blue,Used,Wagon,Front-wheel drive (FWD),Automatic,258083,Available,Toronto,4,18,3488.0
japanese,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,132788,Available,other_GTA,4,8,14490.0
american,other,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,16084,Available,Toronto,8,14,62800.0
american,Silver,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,270000,Available,Toronto,8,14,3599.0
japanese,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,156852,Available,Toronto,4,11,13995.0
japanese,Black,Used,"SUV, Crossover",Unknown,Automatic,51346,Available,other,8,5,50498.0
